职位名称,薪酬,城市地区,工作经验要求,学历要求,关键词,公司名称,规模类型,公司标签,地区,薪酬_n,月薪最小值,月薪最大值
副总经理,8千-1.2万,广州,8-9年,大专,"五险一金
带薪年假
加班补贴",广州兴楼经济发展有限公司,民营  |  150-500人,物业管理/商业中心,广州,8000-12000,8000,12000
旅游管理专任教师,5-8.5千,海口·美兰区,1年,硕士,"教学
大学老师
旅游
导游
科研
周末双休
五险一金
免费班车
节日福利
餐饮补贴
定期体检
年终奖金
绩效奖金",海口经济学院,已上市  |  1000-5000人,教育/培训/院校,海口,5000-8500,5000,8500
大客户销售代表,8千-1万,贵阳,3-4年,大专,"五险
员工旅游
绩效奖金
年终奖金
专业培训
晋升空间大
销售代表
业务员
家居建材
销售经理",贵州新协和经济发展有限公司,民营  |  50-150人,建筑/建材/工程,贵阳,8000-10000,8000,10000
资深文案-项目助理,6-8千,北京·朝阳区,2年,硕士,"项目助理
文案策划
编辑
项目管理
文员
策划
项目主管
绩效奖金
专业培训
通讯补贴
弹性工作
定期体检
员工旅游",中国电子节能技术协会低碳经济专业委员会,非营利组织  |  少于50人,环保,北京,6000-8000,6000,8000
广播电视编导专任教师,5-8.5千,海口·美兰区,3-4年,硕士,"电影学
戏剧影视学
编剧
文案写作
影视策划
讲师
周末双休
五险一金
免费班车
节日福利
餐饮补贴
定期体检
年终奖金
绩效奖金",海口经济学院,已上市  |  1000-5000人,教育/培训/院校,海口,5000-8500,5000,8500
七险一金快递员（鸠江经济开发区）,6-8千,芜湖,3-4年,大专,"五险一金
补充医疗保险
绩效奖金
定期体检
节日福利
各类年假
七险一金",中外运-敦豪(DHL-Sinotrans),合资  |  5000-10000人,交通/运输/物流,芜湖,6000-8000,6000,8000
人事,5千-1万,上海·奉贤区,2年,本科,"五险一金
补充公积金
绩效奖金
补充医疗保险
交通补贴
餐饮补贴
通讯补贴
定期体检",上海奉贤经济发展有限公司,国企  |  150-500人,多元化业务集团公司,上海,5000-10000,5000,10000
大学英语专任教师,5-8.5千,海口·美兰区,2年,硕士,"教学
教育
英语
英语口语
英语八级
雅思
英语老师
外教
周末双休
五险一金
免费班车
节日福利
餐饮补贴
定期体检
年终奖金
绩效奖金",海口经济学院,已上市  |  1000-5000人,教育/培训/院校,海口,5000-8500,5000,8500
知识产权专家/知识产权工程师,1.2-2.4万·15薪,长沙,3-4年,本科,"五险一金
交通补贴
通讯补贴
餐饮补贴
年终奖金
双休
专业培训
定期体检
生育补贴",北大计算与数字经济研究院,事业单位  |  150-500人,计算机软件,长沙,12000-24000,12000,24000
省区销售经理（OTC）,7千-1.4万,合肥,5-7年,大专,"医药
五险
绩效奖金
节日福利
专业培训
交通补贴
年终奖励",云南泰康医药经济发展有限公司,民营  |  50-150人,制药/生物工程,合肥,7000-14000,7000,14000
行政专员,4-5千·13薪,珠海·香洲区,1年,本科,"接待
助理
考勤
运营
公关
宣传
行政
人事
专员
餐饮补贴
专业培训
免费住宿
五险一金
绩效奖金
年终奖金
周末双休
带薪年假",珠海经济特区尔康药业有限公司,民营  |  50-150人,制药/生物工程,珠海,4000-5000,4000,5000
人力资源管理专任教师,5-8.5千,海口·美兰区,1年,硕士,"周末双休
五险一金
免费班车
节日福利
餐饮补贴
定期体检
年终奖金
绩效奖金",海口经济学院,已上市  |  1000-5000人,教育/培训/院校,海口,5000-8500,5000,8500
石油工程技术员（经济活动分析）,5-8千,成都·高新区,2年,大专,"石油
天然气
化工
工程造价
井下
钻井
录井
测井
石油工程
五险一金
交通补贴
餐饮补贴
通讯补贴
专业培训
年终奖金",四川省信科工程管理有限公司,民营  |  50-150人,建筑/建材/工程,成都,5000-8000,5000,8000
高级置业顾问,1-2万,武汉·蔡甸区,1年,中技/中专,"绩效奖金
节日福利
专业培训
住房补贴
餐饮补贴
五险
包吃
免费班车
加班补贴
房产经纪人
销售代表
渠道销售",湖北总部经济投资有限公司,民营  |  50-150人,房地产,武汉,10000-20000,10000,20000
经济管理系副主任,6-8千,广州·白云区,3-4年,本科,"专业培训
寒暑假
员工旅游
绩效奖金",广东江南理工高级技工学校,非营利组织  |  1000-5000人,教育/培训/院校,广州,6000-8000,6000,8000
文案编辑,5-7千,广州·海珠区,3-4年,大专,"文案
策划
企划
文笔
方案
软文
婚恋
活动
运营
新媒体
五险一金
绩效奖金",广州市世纪兆业经济发展有限公司,民营  |  500-1000人,多元化业务集团公司,广州,5000-7000,5000,7000
规划编制人员,7千-1.2万,成都·金牛区,1年,本科,"环境科学
生态环境保护
环境工程
环境规划管理
人文地理
五险一金
绩效奖金
年终奖金",四川省循环经济协会,非营利组织  |  少于50人,环保,成都,7000-12000,7000,12000
客服主管,6-6.5千·13薪,上海·闵行区,3-4年,大专,"绩效奖金
餐饮补贴
高温补贴
节日福利
定期体检
带薪年假
专业培训
五险一金
岗位晋升
接待
客服
物业",上海虹桥经济技术开发区物业经营管理有限公司,国企  |  500-1000人,物业管理/商业中心,上海,6000-6500,6000,6500
